기준 년코드,기준_분기_코드,상권_코드,상권_코드_명,행정동명,시군구명,총_생활인구_수,남성,여성,10대,20대,30대,40대,50대,60대_이상,00~06시,06~11시,11~14시,14~17시,17~21시,21~24시,월요일,화요일,수요일,목요일,금요일,토요일,일요일
2021,2,2111051,천호역 6번,성내2동,강동구,3075836,1405364,1670473,421191,416826,507914,488116,458231,783559,876622,619948,334369,332539,497476,414882,432368,432302,434705,432171,433624,453210,457454
2021,2,2111050,강동구청(강동구청역 2번),성내1동,강동구,385479,173933,211545,70725,44414,60838,62626,58186,88689,93124,81019,51815,50582,63785,45155,58113,57830,56468,57442,57548,49635,48444
2021,2,2111049,천호지구대(천호동자전거거리),천호2동,강동구,1396904,665062,731842,158191,176061,265256,220401,230017,346977,375502,286081,163114,157012,231097,184099,198624,197504,200008,196720,197485,202448,204113
2021,2,2111048,천호역 1번(천호문구완구거리),천호2동,강동구,1058393,507511,550883,84169,147527,192565,175944,186045,272143,264751,215648,125605,132963,179752,139674,150153,152207,152618,152156,153272,152360,145627
2021,2,2111047,마천1치안센터,마천1동,송파구,374850,180860,193990,65918,39696,47626,56326,60565,104719,120646,78719,36100,35469,52638,51282,52025,51950,52484,51867,51653,56405,58465
2021,2,2111046,마천역(마천초등학교),마천1동,송파구,2032255,972283,1059971,303995,207113,266301,309371,337988,607486,650595,411691,203029,196936,292359,277643,288221,289281,289630,286140,289126,294039,295818
2021,2,2111045,개미어린이공원,위례동,송파구,230432,110366,120066,37329,25028,32732,34828,39968,60548,77401,48143,21301,19385,30543,33658,32823,32706,32804,32653,32832,33521,33091
2021,2,2111044,남천초등학교,마천2동,송파구,1163949,551924,612025,151607,137996,145457,185029,200383,343479,327298,229459,126490,128098,191816,160788,164934,163628,164150,165066,164014,169497,172660
2021,2,2111043,마천공원,마천2동,송파구,620193,294224,325968,78821,78002,80731,94912,112399,175326,172931,124351,66708,68829,101356,86020,86873,86775,87883,85964,86947,92582,93170
2021,2,2111042,거여역 1번(거여공원),거여1동,송파구,1849331,889969,959363,248947,246183,276919,281072,325098,471110,520342,379597,198799,201116,298334,251143,261940,261094,260668,263834,262957,269621,269219
2021,2,2111041,거여역 8번,거여1동,송파구,146478,70486,75992,22541,17420,22421,23538,24684,35873,40825,30680,16573,16020,22813,19568,21028,21270,21130,21186,21118,20481,20265
2021,2,2111040,거여초등학교,오금동,송파구,493361,237519,255842,84877,59252,72843,78015,84940,113432,139599,106294,54556,52506,74277,66128,70949,70172,70277,69631,69475,69798,73058
2021,2,2111039,벌말어린이공원,오금동,송파구,567554,271376,296177,97949,69668,84015,88169,96978,130773,161346,115971,65108,61917,88527,74687,81361,80709,80658,79558,80279,80905,84085
2021,2,2111038,보인중학교,오금동,송파구,496009,244038,251971,99245,59764,67751,73948,80310,114989,135867,103348,57339,56804,76824,65827,72738,71434,71971,72314,71354,67297,68901
2021,2,2111037,Sh수협은행 오금동금융센터(아랫말어린이공원),오금동,송파구,179732,85289,94442,40342,18093,26243,29344,28567,37142,43754,36638,22823,23102,31025,22390,25730,25494,25730,25770,25595,25609,25804
2021,2,2111036,투구봉어린이공원,가락2동,송파구,390856,183119,207737,80657,43692,50907,60918,62325,92356,108363,80502,44166,43232,63116,51476,54905,55071,55354,55228,55256,57112,57930
2021,2,2111035,오금공원(오주중학교),오금동,송파구,859675,395674,463999,142782,104125,120353,135427,149093,207894,312083,192350,78075,69040,96877,111249,122132,121241,122188,119117,119137,124082,131778
2021,2,2111034,오동나무공원(송파레미니스1단지),오금동,송파구,815979,383163,432815,169548,98721,118401,128657,137848,162806,232349,166941,93993,90444,126529,105724,116377,116503,116194,115889,115036,116802,119179
2021,2,2111033,문정동성당,장지동,송파구,113936,52615,61321,23974,12800,17616,17808,18007,23731,29924,24163,13579,13234,18497,14541,15845,15955,15749,15847,15987,16944,17608
2021,2,2111032,방이역 1번,오금동,송파구,612124,281120,331004,134973,69963,79023,89796,94568,143799,108903,122387,89885,93609,126962,70379,88941,88483,87810,89027,88775,85632,83455
2021,2,2111031,장지동주민센터(한림연예예술고교),장지동,송파구,559136,255135,304000,120397,70287,91690,89992,83098,103671,155888,115267,65215,62446,85268,75050,80791,81015,80938,81121,80340,76327,78604
2021,2,2111030,방이역 2번,오금동,송파구,772902,359234,413668,164368,91512,104627,111851,124145,176399,195957,160857,94626,92605,128981,99877,110523,108443,108021,109219,109297,111544,115855
2021,2,2111029,오금역 4번,가락2동,송파구,219038,100654,118383,44481,26896,32658,37665,33379,43959,42618,45298,31660,31928,41355,26179,32317,32119,31928,32663,32093,29245,28673
2021,2,2111028,문현중학교(장지역 1번),장지동,송파구,657960,312900,345060,113958,97611,137413,103189,90042,115749,137151,137398,90123,91460,122686,79141,95280,95696,94582,96427,96035,91024,88917
2021,2,2111027,문정초등학교,문정1동,송파구,1583952,752914,831037,237369,243241,299164,247651,242157,314372,475702,328347,167619,159094,235494,217696,227392,225980,225830,225969,224658,224797,229327
2021,2,2111026,문정역 2번,문정1동,송파구,1352685,655581,697105,214776,211857,301149,230977,184341,209585,368997,288457,165069,155712,203955,170496,197636,197462,194245,197602,196422,184023,185294
2021,2,2111025,경찰병원역 3번,가락2동,송파구,738300,336758,401542,93753,102220,149963,122839,107895,161629,162640,151334,96888,101332,135558,90548,106008,103905,104102,104572,104852,106354,108507
2021,2,2111024,경찰병원역 4번(건너말공원),가락본동,송파구,370295,176631,193664,41526,59750,74469,62175,58576,73800,84925,80345,50461,50910,61504,42149,55627,55154,53847,55518,55767,48074,46309
2021,2,2111023,문정역 1번,문정1동,송파구,690520,358011,332510,82649,119761,151876,116253,98234,121746,174505,147983,91949,90421,106027,79636,105199,105186,102560,105104,103227,86414,82830
2021,2,2111022,석촌중학교(방이육교),가락본동,송파구,551179,259650,291530,92555,71121,85308,88477,95179,118542,139962,116885,69014,67123,90534,67659,79323,79239,78405,79208,79260,77812,77933
2021,2,2111021,방이역 4번,방이1동,송파구,3141339,1513083,1628256,734365,393451,483912,499238,430783,599590,708263,587599,387425,417325,639818,400908,449294,451583,443663,449962,450178,453392,443268
2021,2,2111020,방이동고분군(방산고등학교),방이1동,송파구,173845,82238,91606,43415,19229,20971,26079,26536,37613,41825,35189,24433,24241,29201,18954,24942,25139,25312,25314,25281,24694,23165
2021,2,2111019,한성백제역 3번,방이2동,송파구,1960142,916024,1044118,328531,276199,367813,326022,252583,408991,592733,408178,202605,194247,296374,266004,278413,277909,281005,277035,278385,283932,283463
2021,2,2111018,풍납초등학교(풍납백제문화공원),풍납1동,송파구,141976,65249,76727,22522,15289,21339,22252,23355,37220,44360,30430,14008,13649,20066,19462,19793,19803,20095,19545,19884,21135,21719
2021,2,2111017,송파나루역 3번,방이2동,송파구,435541,197833,237708,65769,65147,84780,69340,61816,88690,114811,88584,49281,49946,72900,60019,62327,62159,62741,62566,62451,61612,61685
2021,2,2111016,송파역 2번,송파2동,송파구,616280,261904,354376,151170,78138,95288,89842,83585,118257,155742,141373,83234,74262,88895,72776,92219,91779,89170,92296,91418,80019,79378
2021,2,2111015,석촌역 3번,송파1동,송파구,2222859,978641,1244217,392433,365929,430366,338496,295156,400478,608461,463260,251082,248308,356318,295431,314061,315265,315386,314637,316286,322601,324624
2021,2,2111014,송파나루역 2번,방이2동,송파구,874091,433791,440301,90618,166388,202488,139386,114855,160356,274969,179868,86953,79830,132584,119889,123962,124667,124935,124426,125853,126422,123828
2021,2,2111013,송파나루역 1번(송리단길),송파1동,송파구,2261354,1016211,1245142,286415,448937,486202,347897,276586,415319,630852,437646,257855,259193,386103,289707,312806,315652,325861,316456,321175,336916,332487
2021,2,2111012,석촌역 6번,석촌동,송파구,1535872,694201,841670,295623,188452,284802,265054,211496,290446,483850,324859,156168,149492,216506,204997,218685,218200,219812,217773,218795,220065,222541
2021,2,2111011,잠실나루역,잠실4동,송파구,72844,33164,39679,15768,7758,10400,13380,9921,15615,17804,15492,7893,7975,12714,10967,10789,10929,10874,10905,10998,9420,8929
2021,2,2111010,석촌역 7번,석촌동,송파구,1996061,925814,1070246,221196,348498,470651,330058,244350,381309,554747,402358,222610,221283,327363,267700,281796,281691,286080,282389,280685,288556,294864
2021,2,2111009,송파책박물관,석촌동,송파구,426638,201045,225593,69842,55290,86907,70614,59043,84940,113855,88021,49954,49404,70401,55003,59311,59441,59967,59707,59838,63647,64728
2021,2,2111008,석촌고분역 3번,석촌동,송파구,734303,340223,394080,113984,102253,159847,118762,98298,141161,225282,158364,76398,73280,104474,96504,103746,103719,105095,103319,103454,106406,108565
2021,2,2111007,석촌고분역 4번,삼전동,송파구,1280506,578798,701707,202689,190722,266606,214556,176541,229394,449074,266278,114578,104624,161217,184737,182939,182176,182928,182597,180987,182376,186502
2021,2,2111006,석촌고분역 1번,삼전동,송파구,2191162,983806,1207357,352688,339407,439906,373225,282001,403935,615291,451736,241398,238857,354314,289567,311251,309354,312656,307613,308266,319054,322967
2021,2,2111005,삼전역 3번,삼전동,송파구,1283535,589149,694385,187647,183058,282432,211477,180501,238420,442592,275837,114627,101046,164243,185191,183056,180162,181890,179579,181401,187552,189894
2021,2,2111004,삼전역 1번,잠실본동,송파구,2154715,1004335,1150381,342123,327124,434854,369571,276313,404731,608520,444426,234854,231857,345144,289914,306608,306032,307829,307360,307533,310741,308611
2021,2,2111003,삼전역 4번,잠실본동,송파구,1686490,796455,890037,278175,249972,339465,265119,220619,333141,508384,357545,174855,167112,248917,229679,237768,237453,239273,237329,237330,245304,252034
2021,2,2111002,한국교통안전공단 강남자동차검사소,세곡동,강남구,1173,900,273,243,0,0,159,69,702,0,225,363,447,138,0,141,198,135,159,183,207,150
2021,2,2111001,아래방죽마을공원(율현초등학교),세곡동,강남구,24712,12059,12652,4328,3126,4085,4186,3524,5467,2125,5565,4030,4507,5621,2863,3524,3542,3516,3475,3525,3627,3503
2021,2,2111000,대왕초등학교(세곡동사거리서남측),세곡동,강남구,55161,27319,27841,14773,4224,5529,8658,6887,15087,3305,10260,10518,12343,14130,4606,7975,8014,8186,7955,7981,8030,7023
2021,2,2110999,윗방죽마을공원,세곡동,강남구,82005,38255,43750,14525,10804,18369,15537,9553,13215,18889,17915,10728,11097,13696,9680,11462,11495,11610,11532,11464,12286,12157
2021,2,2110998,은곡마을(은곡마을공원),세곡동,강남구,112805,52315,60490,31926,11172,16828,18709,13709,20460,24680,23406,15130,16344,19848,13397,16354,16091,16232,16184,16054,15923,15967
2021,2,2110997,대청초등학교,일원1동,강남구,2611490,1208274,1403218,366256,338082,394787,401916,415185,695265,829716,554433,269435,250515,353266,354126,375916,378841,377172,377836,374768,363619,363341
2021,2,2110996,대치2동주민센터,대치2동,강남구,744456,398190,346267,279296,71374,69325,146785,94848,82830,168470,145042,92015,99017,145816,94094,106543,106805,105426,107185,107798,108579,102119
2021,2,2110995,봉은사역 4번,삼성1동,강남구,541942,264904,277038,101933,64296,94280,102146,79124,100163,137591,124409,66703,63723,82668,66848,77366,77725,77406,77686,78078,76388,77292
2021,2,2110994,개포고등학교,개포2동,강남구,558554,269827,288728,118467,59356,69584,91065,83168,136914,177116,124040,63472,58625,68905,66396,82634,82355,81158,82663,80636,76343,72767
2021,2,2110993,개포지하차도 북측,개포1동,강남구,38457,17617,20842,7578,3446,6343,7244,5634,8213,10712,8687,4764,4227,5304,4762,6225,4944,4955,5567,5130,6113,5522
2021,2,2110992,도곡초등학교,대치4동,강남구,1832279,867790,964489,590678,222959,212394,330135,240219,235894,499838,356538,194814,207116,330411,243563,251962,251044,252671,251846,254263,288767,281727
2021,2,2110991,삼성중앙역 5번,삼성1동,강남구,183375,91067,92308,10931,36540,51389,40341,23005,21169,20743,35566,37527,37809,37686,14045,26738,27474,27508,28473,28275,23640,21269
2021,2,2110990,청담역 12번,청담동,강남구,57384,28517,28867,4948,8003,13003,11561,8359,11510,7357,11866,9831,10023,12213,6092,8744,8815,8557,8780,8797,7317,6374
2021,2,2110989,대치동아우편취급국,대치4동,강남구,719182,362318,356865,122397,110107,148613,151900,95457,90708,153075,145646,111551,108384,126277,74247,109165,109523,107317,110331,108594,88791,85462
2021,2,2110988,청담역 3번,삼성1동,강남구,200694,97824,102871,26676,25227,36649,37209,28817,46118,37577,44616,30284,30206,35376,22637,28338,28751,28214,28918,29184,29581,27711
2021,2,2110987,영동대교남단,청담동,강남구,301798,143204,158594,32784,44197,63401,58437,49377,53601,73946,65301,39712,38107,48084,36650,43478,43841,43583,44367,44454,42204,39872
2021,2,2110986,삼성중앙역 7번,삼성2동,강남구,247968,124646,123322,18068,44117,56423,54252,33479,41629,60038,51872,34584,34042,38818,28614,37535,38036,37020,38071,37204,30369,29733
2021,2,2110985,청담근린공원,청담동,강남구,253238,120301,132937,24150,37053,55246,47850,35475,53464,53694,55628,37692,37154,42433,26640,36818,36879,36354,37533,37448,35245,32960
2021,2,2110984,포이초등학교(개포목련어린이공원),개포4동,강남구,959650,450637,509013,189623,106014,169018,165954,145432,183609,336760,223676,103637,86670,104007,104901,137594,141531,137972,137293,138862,132749,133648
2021,2,2110983,국립국악고등학교,개포4동,강남구,392664,176542,216121,77790,49623,53193,70272,66585,75202,114216,81040,43493,44010,58600,51302,57422,56575,55769,55638,56721,55084,55455
2021,2,2110982,강남구보훈회관,삼성2동,강남구,197880,89464,108416,43907,23204,35867,45420,21091,28390,55662,44667,23431,23276,27872,22971,28359,28225,27969,28170,28165,28330,28663
2021,2,2110981,국악고교사거리,개포4동,강남구,445814,220563,225251,71756,58497,78782,84545,74003,78231,103654,88037,59416,57444,79626,57638,65249,65658,64747,64548,64944,60594,60073
2021,2,2110980,개포지구대옆,개포4동,강남구,505406,246108,259297,69197,68646,84675,88989,84145,109754,137182,101616,61301,61858,78345,65105,74889,74707,73920,74718,74384,66682,66105
2021,2,2110979,청담초등학교,청담동,강남구,392306,175450,216857,61079,53540,78097,73898,52063,73629,93047,87114,56332,53461,59383,42969,57149,58384,57448,58587,57981,53061,49698
2021,2,2110978,도곡2동주민센터(대치중학교),도곡2동,강남구,22096,10999,11099,2318,3365,4325,4006,3744,4338,3867,4520,3596,3463,4366,2286,3274,3316,3250,3383,3384,2728,2761
2021,2,2110977,논현로18길,개포4동,강남구,120993,60534,60459,14835,17530,25124,22808,20505,20191,25007,25357,18187,17556,21059,13829,18544,18190,18347,18084,18156,14936,14733
2021,2,2110976,언북초등학교,청담동,강남구,766414,336127,430287,76535,139033,179156,148788,97415,125485,158726,159737,119300,114924,132104,81621,109494,115015,113158,116092,115598,104117,92940
2021,2,2110975,매봉역 1번,도곡1동,강남구,301729,140820,160909,34557,50028,51754,48516,52377,64498,55365,65776,45538,44215,58350,32487,44205,43851,42706,44500,44394,40808,41263
2021,2,2110974,언주중학교,삼성2동,강남구,764378,385319,379060,120994,129903,176292,147116,84701,105375,206952,166336,95400,92711,113494,89484,111987,113423,109951,113319,111013,102942,101743
2021,2,2110973,강남구청역 4번,청담동,강남구,1020936,481862,539074,156502,158023,216153,217359,129497,143402,193468,220395,163480,159137,179866,104592,154606,158666,151001,158632,156936,124562,116533
2021,2,2110972,강남세브란스병원미래의학연구센터,역삼2동,강남구,267119,119678,147442,36315,43905,56445,52298,35817,42342,74012,61980,35375,31753,34176,29822,39891,39804,39262,39959,38946,34453,34803
2021,2,2110971,선정릉역 4번,역삼1동,강남구,816442,398167,418275,41124,165831,244865,156814,97586,110221,210739,180567,110823,105900,118168,90244,121970,123596,120214,123980,121760,104030,100890
2021,2,2110970,학동초등학교,논현2동,강남구,387850,195729,192120,42821,75361,100800,74986,42176,51706,82882,79264,59199,58559,65025,42920,61227,60946,58246,60816,61332,44293,40989
2021,2,2110969,베르사이유1아파트,역삼2동,강남구,681564,354557,327007,47131,139576,191954,152388,77653,72862,141972,152913,107017,106347,104651,68663,107955,109020,102460,107914,105356,76070,72790
2021,2,2110968,강남구청역 2번,논현2동,강남구,278462,140748,137713,27916,55041,70803,57199,31899,35604,46148,55992,47575,49347,52118,27281,43271,43650,42333,44268,43231,31800,29909
2021,2,2110967,역삼역 8번,역삼1동,강남구,601158,321127,280032,33968,127144,174056,125642,71395,68952,128854,132228,93750,88416,95506,62403,93072,94239,90234,94809,91647,69344,67813
2021,2,2110966,논현2동주민센터,논현2동,강남구,1840626,889793,950833,154740,370875,460723,370789,221649,261851,304708,373109,313711,315100,354280,179718,281990,291744,279112,293735,287492,218370,188184
2021,2,2110965,언주역 6번,역삼1동,강남구,819629,414045,405584,43133,181212,243734,168189,90486,92876,169738,177888,125426,121729,134908,89939,124135,126363,121938,126430,123270,100336,97156
2021,2,2110964,싸리고개근린공원,도곡1동,강남구,249791,120269,129524,49228,30576,40921,46506,34664,47895,57197,49384,32532,33834,44480,32365,36261,36122,35483,36320,36254,34667,34683
2021,2,2110963,역삼월드메르디앙아파트,역삼1동,강남구,339601,163217,176383,43015,62406,80844,67439,38563,47336,97468,72021,40682,38533,47685,43212,50987,50227,49580,50891,49564,43824,44528
2021,2,2110962,도산공원북측,압구정동,강남구,116066,51497,64569,8820,29484,30916,20464,11157,15226,12485,18333,22465,24695,28290,9799,15982,17347,17438,17556,18179,16679,12886
2021,2,2110961,언주역 3번,논현2동,강남구,1320359,660635,659722,228808,194751,265374,255462,164731,211231,262460,279473,202343,202350,229175,144558,197444,201062,196971,207668,198256,163733,155226
2021,2,2110960,은광여고,도곡1동,강남구,116139,55508,60631,20509,18582,25077,19364,13603,19004,31520,27673,15561,13922,15380,12083,17112,17331,16946,17279,17126,14969,15379
2021,2,2110959,신구중학교,압구정동,강남구,125358,56588,68769,19635,20626,25647,23239,14830,21382,20189,24188,21710,22720,25013,11542,18643,19173,18423,19154,19246,16408,14310
2021,2,2110958,역삼역 4번,역삼1동,강남구,395781,215151,180631,17521,94546,113794,77738,46270,45915,57111,83507,75103,75682,71365,33011,64606,65536,60810,65110,63613,42117,33990
2021,2,2110957,언북중학교,논현2동,강남구,965994,490390,475604,81795,201718,268179,196263,96486,121553,183107,206562,168623,162308,156513,88883,153619,157603,147577,158263,153016,103110,92804
2021,2,2110956,언주역 8번,역삼1동,강남구,224170,114544,109626,11433,52949,65517,39482,23814,30976,46522,47563,35351,35213,36279,23243,33838,33987,32905,34197,33260,29123,26860
2021,2,2110955,논현초등학교,논현1동,강남구,2844436,1344262,1500173,198791,657653,805023,510146,290204,382621,750101,639539,355761,343326,423282,332429,414983,415615,411138,414832,412030,390423,385415
2021,2,2110954,국기원,역삼1동,강남구,435622,201017,234605,38924,166446,106433,59588,32397,31835,40563,61865,74943,89142,130227,38882,60397,62663,61769,62808,68802,68261,50923
2021,2,2110953,학동근린공원,논현1동,강남구,395124,193315,201809,21523,88067,115322,74774,46412,49026,61212,83131,71629,73887,70162,35101,63401,64844,60461,64989,62879,41418,37131
2021,2,2110952,논현목련공원,논현1동,강남구,181326,85745,95581,14846,45443,45079,31640,19684,24632,53083,39618,20456,19995,25712,22462,26193,26291,25893,25999,25775,25210,25963
2021,2,2110951,신사은행나무공원,신사동,강남구,559421,266277,293144,42539,123195,152354,110081,58762,72489,122649,109286,80449,84689,100669,61678,82595,85146,83126,85489,85985,72729,64351
2021,2,2110950,논현역 7번,논현1동,강남구,162914,78945,83969,10449,31713,39359,33553,21794,26047,27233,34038,28428,29736,28553,14927,26150,26566,25089,26346,25944,17649,15171
2021,2,2110949,한남IC,신사동,강남구,325968,153476,172491,34432,71293,77591,61187,41475,39990,61779,61589,51403,54304,63933,32958,47692,49069,48321,49880,50552,42778,37674
2021,2,2110947,청계산입구역 2번(내곡동주민센터),내곡동,서초구,16386,8145,8242,2507,1636,2736,2991,2248,4267,2401,3426,3036,3082,3010,1431,2286,2325,2386,2253,2313,2456,2368
2021,2,2110946,청계산원터골,양재2동,서초구,7,3,4,3,0,0,0,0,3,0,2,3,2,1,0,0,0,0,0,0,3,3
2021,2,2110945,본마을노인복지센터(서초구립내곡도서관),내곡동,서초구,20603,10031,10572,4120,1807,3289,3591,3172,4623,3123,4375,3209,3367,4394,2136,2910,2810,2787,2897,2887,3172,3140
2021,2,2110944,서울나래학교(염곡어린이공원),내곡동,서초구,49485,20316,29169,6476,3313,5751,6722,8349,18874,15489,12721,5196,4543,5651,5885,6708,7058,7110,7379,7171,7125,6932
2021,2,2110943,법제교육센터(버들어린이공원),양재2동,서초구,518504,269596,248910,67447,71766,119792,98711,75342,85446,126179,106078,65533,63872,86968,69876,77241,77042,75055,76814,76245,68385,67725
2021,2,2110942,염곡동 구룡사(포이동성당),양재2동,서초구,2022661,1002923,1019738,248788,276525,465258,386540,291468,354083,607476,443583,228182,217667,272137,253615,298932,298066,295292,295321,295591,271458,268000
2021,2,2110941,언남고등학교,양재2동,서초구,230162,116213,113950,38929,34536,53686,42012,30678,30321,56758,50445,32250,31073,34123,25515,35128,35206,34360,35663,35068,27621,27118
2021,2,2110940,양재근린공원(양재2동주민센터),양재2동,서초구,374828,189358,185469,46013,54498,84173,70418,54646,65080,73315,81247,57292,56359,66878,39737,56568,57654,55879,58166,58019,45735,42809
2021,2,2110939,양재역 8번(양재동우체국),양재1동,서초구,1951281,930245,1021035,219468,295441,440106,341546,256776,397944,444786,409685,274871,275166,330702,216070,291927,296002,287082,296774,293229,246763,239504
2021,2,2110938,바우뫼공원,양재1동,서초구,218605,111708,106898,22019,32391,47149,44491,31988,40566,27879,46635,40857,43691,41488,18055,34529,34367,33509,34456,32284,24380,25082
2021,2,2110937,방아다리근린공원(횃불트리니티신학대학원대학교),양재1동,서초구,86120,43270,42850,10070,13800,17940,15530,13200,15580,14370,18390,13860,14500,16420,8580,13210,13630,12650,13600,13610,9950,9470
2021,2,2110936,더케이호텔(양재리본타워2단지아파트),양재2동,서초구,185729,95740,89989,24606,22169,37091,41563,29244,31053,42548,41433,25502,25221,29694,21329,27307,27453,26386,26925,27081,25686,24889
2021,2,2110935,한전아트센터,서초2동,서초구,426999,218928,208071,77654,60615,75793,85587,56200,71151,101315,95528,60956,59030,64077,46095,64796,64935,63490,64669,63685,53258,52166
2021,2,2110934,우면주공아파트,양재1동,서초구,395695,189958,205737,58876,40011,71276,80184,50785,94562,99716,88223,55693,55525,57229,39310,59442,58807,57848,59016,56880,51485,52218
2021,2,2110933,한국상담대학원대학교,서초1동,서초구,84404,44884,39519,17623,8726,14673,17198,11418,14767,23519,19567,10405,9818,11276,9818,12557,12616,12298,12589,12531,10942,10871
2021,2,2110932,서울시인재개발원,서초1동,서초구,225116,121118,103998,39245,26316,42533,45951,31368,39703,46260,51680,35136,34084,35199,22756,34669,34698,33677,35110,34733,26816,25411
2021,2,2110931,삼성전자서울R&D(서울우면초등학교),양재1동,서초구,25120,13883,11236,4347,2308,5883,6250,2544,3787,3542,5517,4653,4870,4562,1976,4004,4280,3852,4060,3986,2517,2423
2021,2,2110930,서초동성당,서초1동,서초구,616369,302269,314101,122027,77786,102269,120908,85990,107391,147979,134834,81220,79197,99430,73707,90196,90277,88375,89805,88910,84042,84762
2021,2,2110929,남부터미널역 1번,서초1동,서초구,1101167,534723,566446,221914,137108,176553,213799,144301,207492,300141,241400,132999,130304,160987,135339,160724,161052,158827,158717,158544,152421,150882
2021,2,2110928,서초우방유쉘아파트,서초3동,서초구,213422,115165,98255,19413,39442,48547,41849,31574,32597,41844,45203,33312,32579,37783,22701,33140,33518,32127,33602,33051,24881,23104
2021,2,2110927,잠원역,잠원동,서초구,140025,64863,75163,34261,11266,16158,27530,21736,29073,26773,29037,20263,19956,27086,16909,20024,20083,20184,19920,20291,19988,19537
2021,2,2110926,신중초등학교,서초3동,서초구,1060166,517008,543157,234502,140876,160948,201935,136789,185117,300638,233800,127587,120215,145392,132533,157852,158299,153842,157858,157012,136711,138591
2021,2,2110925,서초중학교,서초3동,서초구,641224,320905,320318,124429,88717,95250,123058,93516,116254,197677,142088,72780,65100,84227,79351,92604,92536,91871,92674,90691,88634,92213
2021,2,2110924,반포4동주민센터(몽마르뜨공원),반포4동,서초구,924744,394652,530092,171708,98146,133961,186504,131570,202855,249934,199297,110797,104969,138453,121292,135536,135355,132795,134673,134464,126633,125291
2021,2,2110923,방배역 1번,방배3동,서초구,149762,71329,78434,22200,20325,26897,24591,22036,33714,39382,33764,18395,17256,22502,18463,21572,21958,21068,21818,21536,21119,20690
2021,2,2110922,내방역 1번,방배1동,서초구,858388,381185,477204,139305,116215,150490,139783,113397,199197,253328,183434,93650,90482,125145,112348,122369,122260,122131,122694,123284,122258,123391
2021,2,2110921,서울프랑스학교,반포4동,서초구,354788,159293,195494,88029,35770,39810,73895,49010,68274,118863,79434,36672,34509,44544,40764,50679,50713,50558,50412,50424,51380,50621
2021,2,2110920,방배역 2번(백석예술대학교),방배3동,서초구,27179,13139,14040,3825,4276,4218,4157,4355,6346,5012,6157,3661,3734,5356,3258,3998,4036,3918,4076,4008,3640,3502
2021,2,2110919,내방역 8번,방배4동,서초구,975919,446830,529089,147784,127830,152819,177262,157627,212597,278087,204198,112396,110237,147923,123076,142078,140369,140593,141748,140417,135209,135505
2021,2,2110918,방배역 3번,방배1동,서초구,938564,442747,495818,153071,139145,166567,160327,125167,194287,272554,201542,104240,100788,140457,118984,136616,137546,135894,137025,135382,129701,126399
2021,2,2110917,서초소방서,반포4동,서초구,88670,39439,49231,18890,7817,12971,14673,15020,19297,24688,19695,10682,10328,12759,10518,12804,12881,12622,12568,12644,12553,12599
2021,2,2110916,내방역 4번,방배1동,서초구,640693,299325,341367,114792,94557,118833,112558,80400,119554,166512,129677,78827,77355,104085,84236,95411,94895,93401,94512,94009,85094,83371
2021,2,2110915,서래초등학교,방배본동,서초구,195477,87062,108414,38703,18858,26438,36284,31250,43944,46091,40153,24845,25716,34323,24350,27934,27770,27790,28301,28068,27883,27729
2021,2,2110914,내방역 6번,방배4동,서초구,131835,61025,70811,19490,19448,23788,24950,18343,25816,36668,27704,15550,15348,19995,16573,19469,19489,19118,19315,19547,17823,17075
2021,2,2110913,방현초등학교(방배119안전센터),방배3동,서초구,1107433,487900,619531,197039,132428,151951,173136,179262,273615,324590,245805,131729,121294,148428,135585,163944,164155,163883,163336,162926,145125,144064
2021,2,2110912,방배동사이길,방배본동,서초구,206212,91719,114494,44736,19255,26866,37871,29846,47638,35769,42434,31349,32627,41001,23031,29735,29789,29138,29858,29768,29478,28445
2021,2,2110911,방배배수지체육공원,방배3동,서초구,6909,2929,3981,1483,782,968,1110,1029,1538,2044,1734,777,748,809,798,1026,1013,979,1016,996,928,949
2021,2,2110910,내방역 5번,방배4동,서초구,331356,151313,180043,60213,44390,56859,62291,44102,63503,102696,67538,34523,33023,46968,46607,48120,47751,47884,48013,47604,45602,46381
2021,2,2110909,남태령역(서울전자고등학교),방배2동,서초구,51055,28822,22235,4199,9628,7791,6243,5613,17582,7295,12746,7451,8034,9823,5709,7223,7384,7226,7475,7500,7442,6805
2021,2,2110908,구반포역,반포본동,서초구,199070,86309,112762,44105,21303,17032,36055,32148,48429,42482,46126,29015,28281,32572,20595,28566,28202,28606,28410,28822,28426,28039
2021,2,2110907,방배초등학교,방배4동,서초구,1002291,430640,571652,216996,124341,137074,166240,142763,214877,262143,210974,121557,120230,164110,123277,144815,143251,142190,143705,142618,140779,144932
2021,2,2110906,서문여고,방배4동,서초구,462777,206920,255856,101777,52838,61050,86557,65001,95555,123935,92726,55286,58003,74600,58227,67338,67167,66937,67200,67005,64019,63111
2021,2,2110905,방배노인종합복지관(이수중학교),방배2동,서초구,533796,223721,310075,93973,74329,85570,81265,69154,129504,189357,120111,49321,43393,62448,69165,76427,75847,76255,75053,73965,76756,79493
2021,2,2110904,이수역 5번,방배2동,서초구,213422,95294,118126,38568,29091,37128,36050,29966,42618,25792,42341,36470,40765,46703,21351,31592,31251,30683,31100,31056,28799,28941
